,name,title,medium,year,size,sale,sold,estimate,artist,gender,nationality,birthday,hometown
1048,Mickalene Thomas,Racquel Reclining Wearing Purple Jumpsuit,"oil, acrylic, silkscreen, rhinestones, faux pearls, glitter, graphite and flock on wood panel, in two parts",2016,Height 96 in.; Width 144 in. / Height 243.8 cm.; Width 365.8 cm.,"Christie's New York: Tuesday, May 11, 2021 [Lot 0032A]
21st Century Evening Sale","1,830,000 USD Premium","400,000 - 600,000 USD ?",mickalene-thomas,female,American,1971,"Camden, New Jersey"
1049,Nicolas Party,Landscape,pastel on linen,2021,Height 43 in.; Width 36 in. / Height 109.2 cm.; Width 91.4 cm.,"Christie's New York: Tuesday, November 9, 2021 [Lot 0003A]
21st Century Evening Sale","3,270,000 USD Premium","300,000 - 500,000 USD ?",nicolas-party,male,Swiss,1980,"Lausanne, Switzerland"
1050,Yan Pei Ming,Grand Timonier Rouge II,oil on canvas,2000,Height 98.4 in.; Width 98.4 in. / Height 250 cm.; Width 250 cm.,"Christie's New York: Tuesday, November 9, 2021 [Lot 0036A]
21st Century Evening Sale","275,000 USD Premium","200,000 - 300,000 USD ?",yan-pei-ming,male,Chinese,1960,"Shanghai, China"
1051,Banksy,Sunflowers from Petrol Station,oil on canvas,2005,Height 40.4 in.; Width 34.4 in. / Height 102.6 cm.; Width 87.5 cm.,"Christie's New York: Tuesday, November 9, 2021 [Lot 0017A]
21st Century Evening Sale","14,558,000 USD Premium","12,000,000 - 18,000,000 USD ?",banksy,male,British,1974,"Bristol, United Kingdom"
1052,Banksy,Monkey Detonator,spray paint on canvas,2000,Height 30 in.; Width 30 in. / Height 76.2 cm.; Width 76.2 cm.,"1,800,000 - 2,500,000 USD ?",,"2,190,000 USD Premium ?",banksy,male,British,1974,"Bristol, United Kingdom"
1053,Banksy,Che Guevara on Skates,spray paint and emulsion on canvas,2000,Height 30.1 in.; Width 30.1 in. / Height 76.5 cm.; Width 76.5 cm.,"700,000 - 1,000,000 USD ?",,"930,000 USD Premium ?",banksy,male,British,1974,"Bristol, United Kingdom"
1054,El Anatsui,Lanogo,found aluminum bottle caps and copper wire,2009,Height 117 in.; Width 162 in. / Height 297.2 cm.; Width 411.5 cm.,"1,200,000 - 1,800,000 USD ?",,"1,470,000 USD Premium ?",el-anatsui,male,Ghanaian,1944,"Anyako, Ghana"
1055,Lorenzo Costa,The Holy Family,oil on panel,Height 31.8 in.; Width 22.5 in. / Height 80.7 cm.; Width 57.2 cm.,"Christie's New York: Thursday, October 14, 2021 [Lot 00011]
Old Master Paintings and Sculpture","118,750 USD Premium ?",,,lorenzo-costa,male,,1460,
1056,Attributed to Lorenzo Costa,"Portrait of a gentleman, bust length, in a green doublet, a red and gold coat and a red beretta","tempera and oil on panel, transferred to board",Height 18.9 in.; Width 13 in. / Height 47.9 cm.; Width 33 cm.,Signed,"60,000 - 80,000 USD ?",,"137,500 USD Premium ?",lorenzo-costa,male,,1460,
1057,Philips Wouwerman,The Riding School,oil on panel,Height 14.4 in.; Width 16.2 in. / Height 36.7 cm.; Width 41.2 cm.,Signed,"40,000 - 60,000 USD ?",,"93,750 USD Premium ?",philips-wouwerman,male,Dutch,1619,
1058,Philips Wouwerman,A stag hunt,oil on panel,Height 19.1 in.; Width 30.9 in. / Height 48.5 cm.; Width 78.5 cm.,Signed,"300,000 - 500,000 USD ?",,"500,000 USD Premium ?",philips-wouwerman,male,Dutch,1619,
1059,Jacob Adriaensz Backer,"Portrait of a boy, with an axe, half-length, probably Jasper Lemmers (1640-1697)",oil on panel,Height 28.1 in.; Width 23.6 in. / Height 71.5 cm.; Width 60 cm.,Signed,"40,000 - 60,000 USD ?",,"112,500 USD Premium ?",jacob-adriaensz-backer,male,Dutch,1608,"Harlingen, Netherlands"
1060,Nicolaes Maes,"Portrait of a man, three-quarter-length, leaning on a broken column, traditionally identified as Count Borchgrave",oil on canvas,Height 48.4 in.; Width 41.5 in. / Height 123 cm.; Width 105.4 cm.,Signed,"15,000 - 20,000 USD ?",,"6,250 USD Premium ?",nicolaes-maes,male,Dutch,1634,"Dordrecht, Netherlands"
1061,Rachel Ruysch,"Peaches, grapes and plums with a dragonfly, snail, caterpillar, butterfly and other insects on a stone ledge",oil on canvas,1683,Height 20.9 in.; Width 16.6 in. / Height 53 cm.; Width 42.2 cm.,"Christie's New York: Thursday, October 14, 2021 [Lot 00032]
Old Master Paintings and Sculpture","212,500 USD Premium","80,000 - 120,000 USD ?",rachel-ruysch,female,Dutch,1664,"The Hague, Netherlands"
1062,George Romney,"Portrait of Sir Thomas Frankland, 6th Bt. (1750-1831), half-length, in profile",oil on canvas,Height 29.9 in.; Width 25 in. / Height 76 cm.; Width 63.5 cm.,"Christie's New York: Thursday, October 14, 2021 [Lot 00056]
Old Master Paintings and Sculpture","87,500 USD Premium ?",,,george-romney,male,British,1734,"Dalton-in-Furness, United Kingdom"
1063,George Romney,"Portrait of Miss Williams, bust-length, in a painted oval",oil on canvas,Height 30.4 in.; Width 25 in. / Height 77.2 cm.; Width 63.5 cm.,"Christie's New York: Thursday, October 14, 2021 [Lot 00058]
Old Master Paintings and Sculpture","47,500 USD Premium ?",,,george-romney,male,British,1734,"Dalton-in-Furness, United Kingdom"
1064,George Romney,"Portrait of Mrs. Henrietta Glyn (1768-1845), half-length, in a white gown",oil on canvas,Height 30 in.; Width 25.2 in. / Height 76.3 cm.; Width 63.9 cm.,"Christie's New York: Thursday, October 15, 2020 [Lot 00065]
Old Masters",Bought In,,,george-romney,male,British,1734,"Dalton-in-Furness, United Kingdom"
1065,George Romney,"Portrait of Mrs. Henrietta Smith (1735-1795), three-quarter-length",oil on canvas,Height 36 in.; Width 28.5 in. / Height 91.4 cm.; Width 72.4 cm.,"Christie's New York: Thursday, October 15, 2020 [Lot 00068]
Old Masters","400,000 USD Premium ?",,,george-romney,male,British,1734,"Dalton-in-Furness, United Kingdom"
1066,Henry Fuseli,The incubus leaving two young women,oil on canvas,Height 34 in.; Width 43.5 in. / Height 86.4 cm.; Width 110.5 cm.,"Christie's New York: Thursday, October 14, 2021 [Lot 00057]
Old Master Paintings and Sculpture","3,510,000 USD Premium ?",,,henry-fuseli,male,Swiss,1741,"Zurich, Switzerland"
1067,Jacob Jordaens,"Head of a bearded man, possibly an apostle",oil on canvas,Height 21.3 in.; Width 18.9 in. / Height 54 cm.; Width 48 cm.,"Christie's New York: Thursday, October 14, 2021 [Lot 00004]
Old Master Paintings and Sculpture","237,500 USD Premium ?",,,jacob-jordaens,male,Flemish,"May 19, 1593","Antwerp, Belgium"
1068,Jacob Jordaens,"Head of a bearded man, possibly an apostle",oil on canvas,Height 21.5 in.; Width 19 in. / Height 54.5 cm.; Width 48.2 cm.,"Christie's New York: Thursday, October 14, 2021 [Lot 00005]
Old Master Paintings and Sculpture","100,000 USD Premium ?",,,jacob-jordaens,male,Flemish,"May 19, 1593","Antwerp, Belgium"
1069,Karel Dujardin,A landscape with cattle,oil on panel,1656,Height 11.8 in.; Width 13.5 in. / Height 30 cm.; Width 34.3 cm.,"Christie's New York: Thursday, October 14, 2021 [Lot 00112]
Old Master Paintings and Sculpture","32,500 USD Premium","6,000 - 8,000 USD ?",karel-dujardin,male,,1640,
1070,Jean-Joseph-Xavier Bidauld,A view of Vietri near the sea in the Gulf of Salerno with Capri in the background,oil on canvas,Height 31.5 in.; Width 39.3 in. / Height 80 cm.; Width 99.7 cm.,Signed,"80,000 - 120,000 USD ?",,"175,000 USD Premium ?",jean-joseph-xavier-bidauld,male,French,"April 10, 1758","Carpentras, France"
1071,After Gabriel Metsu,A young woman selling poultry,oil on canvas,Height 24 in.; Width 17.8 in. / Height 61 cm.; Width 45.3 cm.,"Christie's New York: Thursday, October 14, 2021 [Lot 00090]
Old Master Paintings and Sculpture","1,375 USD Premium ?",,,gabriel-metsu,,,,
1072,Jan Cossiers,Allegory of the Five Senses,oil on canvas,Height 44.5 in.; Width 61.2 in. / Height 113 cm.; Width 155.5 cm.,"Christie's New York: Thursday, October 14, 2021 [Lot 00030]
Old Master Paintings and Sculpture",Bought In,,,jan-cossiers,male,Flemish,1600,"Antwerp, Belgium"
1073,Studio of Giovanni Paolo Panini,A capriccio of Roman ruins with soldiers; and A capriccio of a ruined Roman archway,oil on canvas,Height 28.3 in.; Width 47.2 in. / Height 72 cm.; Width 119.8 cm.,"Christie's New York: Thursday, October 14, 2021 [Lot 00070]
Old Master Paintings and Sculpture",Bought In,,,studio-of-giovanni-paolo-panini,male,,1691,"Piacenza, Italy"
1074,Sir William Beechey,"Portrait of Mrs. Lennox, afterwards Lady Ashley, full-length, in a landscape",oil on canvas,Height 89.3 in.; Width 56 in. / Height 226.7 cm.; Width 142.2 cm.,"Christie's New York: Thursday, October 14, 2021 [Lot 00094]
Old Master Paintings and Sculpture","10,625 USD Premium ?",,,sir-william-beechey,male,,1753,"Burford, United Kingdom"
1075,Lucas Cranach the Younger,Saint Paul,oil on panel,1547,Height 8.1 in.; Width 5.9 in. / Height 20.7 cm.; Width 14.9 cm.,"Christie's New York: Thursday, October 14, 2021 [Lot 00034]
Old Master Paintings and Sculpture",Bought In,"300,000 - 500,000 USD ?",lucas-cranach-the-younger,male,German,1515,"Wittenberg, Germany"
1076,Pietro Longhi,Il risveglio della dama (The waking of the lady),oil on canvas,Height 23.7 in.; Width 19.3 in. / Height 60.2 cm.; Width 48.9 cm.,"Christie's New York: Thursday, October 14, 2021 [Lot 00051]
Old Master Paintings and Sculpture","100,000 USD Premium ?",,,pietro-longhi,male,,1702,"Venice, Italy"
1077,Jacques-Laurent Agasse,"Bay Ascham, a stallion, led through a gate to a mare",oil on canvas,Height 59.9 in.; Width 72 in. / Height 152.1 cm.; Width 182.9 cm.,"Christie's New York: Thursday, October 14, 2021 [Lot 00059]
Old Master Paintings and Sculpture","531,250 USD Premium ?",,,jacques-laurent-agasse,male,Swiss,1767,"Geneva, Switzerland"
1078,Jacques-Laurent Agasse,"Portrait of George Irving (1774-1820) on horseback, in an extensive landscape, with a spaniel and other riders in the background",oil on canvas,Height 35 in.; Width 43.9 in. / Height 88.9 cm.; Width 111.4 cm.,"Christie's New York: Thursday, April 22, 2021 [Lot 00052]
Old Masters",Bought In,,,jacques-laurent-agasse,male,Swiss,1767,"Geneva, Switzerland"
1079,Cesare Dandini,Head of a youth,oil on canvas,Height 21.1 in.; Width 16.3 in. / Height 53.5 cm.; Width 41.4 cm.,"Christie's New York: Thursday, October 14, 2021 [Lot 00061]
Old Master Paintings and Sculpture","162,500 USD Premium ?",,,cesare-dandini,male,Italian,1596,"Florence, Metropolitan City of Florence, Italy"
1080,Nicolaes Eliasz Pickenoy,"Portrait of a gentleman, bust-length",oil on panel,1629,Height 28 in.; Width 21.5 in. / Height 71.1 cm.; Width 54.6 cm.,"Christie's New York: Thursday, October 14, 2021 [Lot 00116]
Old Master Paintings and Sculpture","20,000 USD Premium","12,000 - 18,000 USD ?",nicolaes-eliasz-pickenoy,male,Flemish,1588,"Antwerpen, Belgium"
1081,Adriaen van Stalbemt,A wooded landscape with travelers crossing a bridge,oil on copper,Height 11.9 in.; Width 9.6 in. / Height 30.3 cm.; Width 24.5 cm.,"Christie's New York: Thursday, October 14, 2021 [Lot 00082]
Old Master Paintings and Sculpture","18,750 USD Premium ?",,,adriaen-van-stalbemt,male,Flemish,1580,"Antwerp, Belgium"
1082,John Hoppner,"Portrait of the Hughes-Hallett children, standing, in a landcsape",oil on canvas,Height 46.5 in.; Width 40 in. / Height 118 cm.; Width 101.5 cm.,"Christie's New York: Thursday, October 14, 2021 [Lot 00093]
Old Master Paintings and Sculpture","25,000 USD Premium ?",,,john-hoppner,male,,1758,"London, United Kingdom"
1083,Simon Vouet,Head and shoulders of a bearded man,oil on canvas,Height 24 in.; Width 18 in. / Height 61 cm.; Width 45.8 cm.,"Christie's New York: Thursday, October 14, 2021 [Lot 00023]
Old Master Paintings and Sculpture",Bought In,,,simon-vouet,male,French,1590,"Paris, France"
1084,Annibale Carracci,The Annunciation,oil on canvas,Height 54.2 in.; Width 39.8 in. / Height 137.7 cm.; Width 101 cm.,"Christie's New York: Thursday, October 14, 2021 [Lot 00024]
Old Master Paintings and Sculpture",Bought In,,,annibale-carracci,male,Italian,1560,"Bologna, Italy"
1085,Giuliano Bugiardini,"Portrait of a young gentleman, half-length, in a blue doublet and white shirt, with a black hat",oil on panel,Height 28 in.; Width 20.5 in. / Height 71.2 cm.; Width 52.1 cm.,"Christie's New York: Thursday, October 14, 2021 [Lot 00020]
Old Master Paintings and Sculpture","1,350,000 USD Premium ?",,,giuliano-bugiardini,male,,1475,
1086,Abraham Willemsens,Saint Cecilia at the organetto in a garden,oil on metal,Height 23.3 in.; Width 30.5 in. / Height 59.2 cm.; Width 77.5 cm.,Signed,"8,000 - 12,000 USD ?",,"4,375 USD Premium ?",abraham-willemsens,male,Flemish,1610,
1087,Attributed to Nicolas Lancret,The Caged Bird,oil on canvas,Height 17 in.; Width 21.6 in. / Height 43.2 cm.; Width 54.8 cm.,"Christie's New York: Thursday, October 14, 2021 [Lot 00132]
Old Master Paintings and Sculpture","1,375 USD Premium ?",,,nicolas-lancret,male,French,1690,"Paris, France"
1088,Roelandt Savery,The Animals Leaving Noah’s Ark,oil on panel,1619,Height 22 in.; Width 39.5 in. / Height 55.9 cm.; Width 100.4 cm.,"Christie's New York: Thursday, October 14, 2021 [Lot 00035]
Old Master Paintings and Sculpture",Bought In,"800,000 - 1,500,000 USD ?",roelandt-savery,male,Dutch,1576,"Kortrijk, Belgium"
1089,Luca Giordano,The Holy Family with Saint Elizabeth and the infant Saint John the Baptist,oil on canvas,Height 34 in.; Width 45.1 in. / Height 86.4 cm.; Width 114.5 cm.,"Christie's New York: Thursday, October 14, 2021 [Lot 00048]
Old Master Paintings and Sculpture",Bought In,,,luca-giordano,male,,1634,
1090,Luca Giordano,The Adoration of the Shepherds,oil on canvas,Height 68.3 in.; Width 81.7 in. / Height 173.4 cm.; Width 207.6 cm.,Signed,"300,000 - 500,000 USD ?",,"312,500 USD Premium ?",luca-giordano,male,,1634,
1091,Giulio Cesare Procaccini,The Assumption of the Virgin,oil on copper,Height 13 in.; Width 9.1 in. / Height 33 cm.; Width 23.2 cm.,"Christie's New York: Thursday, October 14, 2021 [Lot 00049]
Old Master Paintings and Sculpture",Bought In,,,giulio-cesare-procaccini,male,,1574,
1092,Jean Marc Nattier,"Portrait of Marie Rose Larlan de Rochefort, Marquise de Nétumières (1719-1785), seated, with her dog",oil on canvas,1748,Height 39.4 in.; Width 31.7 in. / Height 100.2 cm.; Width 80.6 cm.,"Christie's New York: Thursday, October 14, 2021 [Lot 00053]
Old Master Paintings and Sculpture","562,500 USD Premium","500,000 - 700,000 USD ?",jean-marc-nattier,male,French,1685,
1093,Jean Marc Nattier,"Portrait of a Chevalier of the Ordre du Saint-Esprit, half-length, in a red coat, wearing the blue ribbon and star of the order",oil on canvas,1759,Height 27.2 in.; Width 23 in. / Height 69.2 cm.; Width 58.4 cm.,"Christie's New York: Thursday, October 15, 2020 [Lot 00060]
Old Masters",Bought In,"120,000 - 180,000 USD ?",jean-marc-nattier,male,French,1685,
1094,Jean Marc Nattier,"Portrait of Marie Thérèse Geoffrin (1715-1791), Marquise de La Ferté-Imbault, half-length",oil on canvas,1739,Height 18 in.; Width 14.8 in. / Height 45.7 cm.; Width 37.5 cm.,"Christie's New York: Wednesday, October 14, 2020 [Lot 00035]
The Private Collection of Jayne Wrightsman","150,000 USD Premium","150,000 - 200,000 USD ?",jean-marc-nattier,male,French,1685,
1095,Circle of William Hogarth,The assizes of Westminster Hall,oil on canvas,Height 40 in.; Width 49.5 in. / Height 101.6 cm.; Width 125.7 cm.,"Christie's New York: Thursday, October 14, 2021 [Lot 00098]
Old Master Paintings and Sculpture","8,125 USD Premium ?",,,circle-of-william-hogarth,,,1697,"London, United Kingdom"
1096,Attributed to Sofonisba Anguissola,"Portrait of Catalina Micaela, Duchess consort of Savoy (1567-1597), bust-length",oil on canvas,Height 23.4 in.; Width 18.2 in. / Height 59.5 cm.; Width 46.3 cm.,Inscribed,"20,000 - 30,000 USD ?",,"12,500 USD Premium ?",sofonisba-anguissola,female,,1532,
1097,Gijsbrecht Leytens,A winter landscape with villagers on a path,oil on panel,Height 18.9 in.; Width 29.1 in. / Height 48 cm.; Width 74 cm.,"Christie's New York: Thursday, October 14, 2021 [Lot 00033]
Old Master Paintings and Sculpture","137,500 USD Premium ?",,,gijsbrecht-leytens,male,Flemish,1586,"Antwerpen, Belgium"
1098,Anthony van Dyck,Head study of a bearded man,oil on canvas,Height 13.7 in.; Width 9.6 in. / Height 34.9 cm.; Width 24.5 cm.,"Christie's New York: Thursday, October 14, 2021 [Lot 00009]
Old Master Paintings and Sculpture","100,000 USD Premium ?",,,anthony-van-dyck,male,Flemish,1599,"Antwerp, Belgium"
1099,Anthony van Dyck,Saint Francis of Assisi at the foot of the Cross,oil on canvas,Height 21 in.; Width 16 in. / Height 53.4 cm.; Width 40.7 cm.,"Christie's New York: Thursday, April 22, 2021 [Lot 00014]
Old Masters","81,250 USD Premium ?",,,anthony-van-dyck,male,Flemish,1599,"Antwerp, Belgium"
1100,Anthony van Dyck,"Portrait of John VIII, Count of Nassau-Siegen (1583-1638), three-quarter-length",oil on canvas,Height 44.5 in.; Width 32.1 in. / Height 113 cm.; Width 81.5 cm.,"Christie's New York: Thursday, October 15, 2020 [Lot 00019]
Old Masters","1,950,000 USD Premium ?",,,anthony-van-dyck,male,Flemish,1599,"Antwerp, Belgium"
1101,Follower of Leonardo da Vinci,Mona Lisa,oil on canvas,Height 32.9 in.; Width 23 in. / Height 83.5 cm.; Width 58.5 cm.,"Christie's New York: Thursday, October 14, 2021 [Lot 00072]
Old Master Paintings and Sculpture","32,500 USD Premium ?",,,follower-of-leonardo-da-vinci,n/a,,,
1102,After Titian,"Portrait of a lady, called 'La Bella",oil on canvas,Height 39 in.; Width 29.5 in. / Height 99 cm.; Width 75 cm.,"Christie's New York: Thursday, October 14, 2021 [Lot 00073]
Old Master Paintings and Sculpture","37,500 USD Premium ?",,,titian,male,Italian,1488,"Pieve di Cadore, Italy"
1103,Giuseppe Bernardino Bison,A tavern interior,oil on panel,Height 11.2 in.; Width 14.8 in. / Height 28.5 cm.; Width 37.6 cm.,"Christie's New York: Thursday, October 14, 2021 [Lot 00118]
Old Master Paintings and Sculpture","12,500 USD Premium ?",,,giuseppe-bernardino-bison,male,Italian,1762,
1104,Ambrogio de Predis,"Portrait of a gentleman, bust-length, viewed in profile",tempera on panel,Height 18.2 in.; Width 12 in. / Height 46.2 cm.; Width 30.4 cm.,"Christie's New York: Thursday, October 14, 2021 [Lot 00012]
Old Master Paintings and Sculpture","625,000 USD Premium ?",,,ambrogio-de-predis,male,,,
1105,Dosso Dossi,"Portrait of a gentleman, half-length",oil on panel,Height 39.2 in.; Width 31.9 in. / Height 99.6 cm.; Width 81 cm.,"Christie's New York: Thursday, October 14, 2021 [Lot 00019]
Old Master Paintings and Sculpture","150,000 USD Premium ?",,,dosso-dossi,male,Italian,1489,"San Giovanni del Dosso, Italy"
1106,Dosso Dossi,The Trojans building the Temple to Venus at Eryx and making offerings at Anchises’ grave,"oil and distemper on canvas, unframed",Height 23.4 in.; Width 33.7 in. / Height 59.4 cm.; Width 85.6 cm.,"Christie's New York: Thursday, April 22, 2021 [Lot 00022]
Old Masters","400,000 USD Premium ?",,,dosso-dossi,male,Italian,1489,"San Giovanni del Dosso, Italy"
1107,Santi di Tito,The Madonna and Child with Saint Catherine of Siena and a male donor,oil on panel,Height 32.5 in.; Width 23.9 in. / Height 82.5 cm.; Width 60.8 cm.,"Christie's New York: Thursday, October 14, 2021 [Lot 00041]
Old Master Paintings and Sculpture",Bought In,,,santi-di-tito,male,Italian,1536,Florence
